Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
709,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
710,15_04,2,Balduina uniflora,1,0,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
711,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
712,15_04,2,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
713,15_04,2,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
714,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
715,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
716,15_04,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
717,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
718,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
719,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
720,15_04,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
901,15_04,3,Oxypolis rigidior,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
902,15_04,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
903,15_04,3,Oxypolis rigidior,1,1,0,1,N,N,N,Y,10/23: getting ready to flower,,4/10/2024,5/29,8/7/2024,10/22/2024
904,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
905,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
906,15_04,3,Oxypolis rigidior,1,0,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
907,15_04,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
908,15_04,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,very tiny & accidentally damaged - 2; tag missing 10/23,,4/10/2024,5/29,8/7/2024,10/22/2024
909,15_04,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
910,15_04,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,looks fine but rhizome above ground,,4/10/2024,5/29,8/7/2024,10/22/2024
911,15_04,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
912,15_04,3,Oxypolis rigidior,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
913,15_04,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
914,15_04,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
915,15_04,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
916,15_04,3,Oxypolis rigidior,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
917,15_04,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
918,15_04,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
919,15_04,3,Oxypolis rigidior,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
920,15_04,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
921,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
922,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
923,15_04,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
924,15_04,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,tiny,,4/10/2024,5/29,8/7/2024,10/22/2024
925,15_04,3,Oxypolis rigidior,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
926,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
927,15_04,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
928,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
929,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
930,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
931,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
932,15_04,3,Rhynchospora latifolia,1,0,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
933,15_04,3,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
934,15_04,3,Rhynchospora latifolia,1,0,1,0,N,N,N,N,tiny,,4/10/2024,5/29,8/7/2024,10/22/2024
935,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
936,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
937,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
938,15_04,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
939,15_04,3,Rhynchospora latifolia,0,0,0,0,N,N,N,N,dead,,4/10/2024,5/29,8/7/2024,10/22/2024
940,15_04,3,Rhynchospora latifolia,0,0,0,0,N,N,N,N,dead,,4/10/2024,5/29,8/7/2024,10/22/2024
941,15_04,3,Rhynchospora latifolia,1,0,0,0,N,N,N,N,barely alive,,4/10/2024,5/29,8/7/2024,10/22/2024
942,15_04,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
943,15_04,3,Rhynchospora latifolia,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
944,15_04,3,Rhynchospora latifolia,1,0,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
945,15_04,3,Rhynchospora latifolia,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
946,15_04,3,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
947,15_04,3,Rhynchospora latifolia,0,1,0,0,N,N,N,N,dead,,4/10/2024,5/29,8/7/2024,10/22/2024
948,15_04,3,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
949,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
950,15_04,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
951,15_04,3,Anthaenantia villosa,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
952,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
953,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
954,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
955,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
956,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
957,15_04,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
958,15_04,3,Anthaenantia villosa,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
959,15_04,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
960,15_04,3,Anthaenantia villosa,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
961,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
962,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
963,15_04,3,Liatris spicata,1,1,1,1,N,N,N,Y,10/23: past flower,,4/10/2024,5/29,8/7/2024,10/22/2024
964,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
965,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
966,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
967,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
968,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
969,15_04,3,Liatris spicata,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
970,15_04,3,Liatris spicata,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
971,15_04,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
972,15_04,3,Andropogon glomeratus,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
973,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
974,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
975,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
976,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
977,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
978,15_04,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
979,15_04,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
980,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
981,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
982,15_04,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
983,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering before but dormant now,,4/10/2024,5/29,8/7/2024,10/22/2024
984,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering before but dormant now,,4/10/2024,5/29,8/7/2024,10/22/2024
985,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
986,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
987,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
988,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering before but dormant now,,4/10/2024,5/29,8/7/2024,10/22/2024
989,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
990,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
991,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
992,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
993,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
994,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
995,15_04,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
996,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
997,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
998,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
999,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,tiny,,4/10/2024,5/29,8/7/2024,10/22/2024
1000,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1001,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1002,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1003,15_04,3,Andropogon glomeratus,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1004,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1005,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1006,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1007,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1008,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1009,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1010,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1011,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1012,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1013,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1014,15_04,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1015,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1016,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1017,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,browning,,4/10/2024,5/29,8/7/2024,10/22/2024
1018,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1019,15_04,3,Balduina uniflora,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1020,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1021,15_04,3,Balduina uniflora,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1022,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1023,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1024,15_04,3,Balduina uniflora,1,0,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1025,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1026,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1027,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1028,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1029,15_04,3,Balduina uniflora,1,0,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1030,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1031,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1032,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1033,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1034,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1035,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1036,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1037,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1038,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1039,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1040,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1041,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1042,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1043,15_04,3,Balduina uniflora,1,1,0,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1044,15_04,3,Balduina uniflora,1,1,0,1,N,N,N,N,"dug up, half okay",,4/10/2024,5/29,8/7/2024,10/22/2024
1045,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1046,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1047,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1048,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1049,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1050,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
1051,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/23: flowering,,4/10/2024,5/29,8/7/2024,10/22/2024
1052,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1053,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1054,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1055,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1056,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1057,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1058,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1059,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1060,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1061,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1062,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1063,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1064,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1065,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1066,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1067,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1068,15_04,3,Balduina uniflora,1,1,0,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1069,15_04,3,Balduina uniflora,1,1,1,0,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1070,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1071,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1072,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1073,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1074,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1075,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1076,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1077,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1078,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1079,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1080,15_04,3,Balduina uniflora,1,1,1,1,N,N,N,N,,,4/10/2024,5/29,8/7/2024,10/22/2024
1081,05_01,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1082,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1083,05_01,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1084,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1085,05_01,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1086,05_01,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1087,05_01,1,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1088,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1089,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1090,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1091,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1092,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1093,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1094,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1095,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1096,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1097,05_01,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1098,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1099,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1100,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1101,05_01,1,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1102,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1103,05_01,1,Oxypolis rigidior,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1104,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1105,05_01,1,Oxypolis rigidior,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1106,05_01,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1107,05_01,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1108,05_01,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1109,05_01,1,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1110,05_01,1,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
